ServiceDescriptor;ServiceDescriptor._implementationType;ServiceDescriptor._implementationInstance;ServiceDescriptor._implementationFactory;ServiceDescriptor.Lifetime;ServiceDescriptor.ServiceKey;ServiceDescriptor.ServiceType;ServiceDescriptor.ImplementationType;ServiceDescriptor.KeyedImplementationType;ServiceDescriptor.ImplementationInstance;ServiceDescriptor.KeyedImplementationInstance;ServiceDescriptor.ImplementationFactory;ServiceDescriptor.KeyedImplementationFactory;ServiceDescriptor.IsKeyedService
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter,Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions]";Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter,Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter,Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Configuration.LoggerProviderOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions,Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider]";Microsoft.Extensions.Logging.Configuration.LoggerProviderOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions,Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions];Microsoft.Extensions.Logging.Configuration.LoggerProviderOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions,Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.JsonConsoleFormatter,Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions]";Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.JsonConsoleFormatter,Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.JsonConsoleFormatter,Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter,Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions]";Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter,Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleLoggerFormatterOptionsChangeTokenSource`2[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter,Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions]";"";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.EventLogFiltersConfigureOptionsChangeSource";Microsoft.Extensions.Logging.EventLogFiltersConfigureOptionsChangeSource;"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Logging.LoggerFilterOptions];Microsoft.Extensions.Logging.EventLogFiltersConfigureOptionsChangeSource;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsFactory`1[TOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.Options.OptionsFactory`1[TOptions]";Microsoft.Extensions.Options.OptionsFactory`1[TOptions];"";"";Transient;"";Microsoft.Extensions.Options.IOptionsFactory`1[TOptions];Microsoft.Extensions.Options.OptionsFactory`1[TOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsMonitor`1[TOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Options.OptionsMonitor`1[TOptions]";Microsoft.Extensions.Options.OptionsMonitor`1[TOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsMonitor`1[TOptions];Microsoft.Extensions.Options.OptionsMonitor`1[TOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsMonitorCache`1[TOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Options.OptionsCache`1[TOptions]";Microsoft.Extensions.Options.OptionsCache`1[TOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptionsMonitorCache`1[TOptions];Microsoft.Extensions.Options.OptionsCache`1[TOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsSnapshot`1[TOptions] Lifetime: Scoped ImplementationType: Microsoft.Extensions.Options.OptionsManager`1[TOptions]";Microsoft.Extensions.Options.OptionsManager`1[TOptions];"";"";Scoped;"";Microsoft.Extensions.Options.IOptionsSnapshot`1[TOptions];Microsoft.Extensions.Options.OptionsManager`1[TOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.Components.Endpoints.RazorComponentsServiceOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.DependencyInjection.DefaultRazorComponentsServiceOptionsConfiguration";Microsoft.Extensions.DependencyInjection.DefaultRazorComponentsServiceOptionsConfiguration;"";"";Singleton;"";Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.Components.Endpoints.RazorComponentsServiceOptions];Microsoft.Extensions.DependencyInjection.DefaultRazorComponentsServiceOptionsConfiguration;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.DataProtection.KeyManagement.KeyManagementOptions] Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsPostSetup";Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsPostSetup;"";"";Singleton;"";Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.DataProtection.KeyManagement.KeyManagementOptions];Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsPostSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.PostConfigureOptions`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions]";"";Microsoft.Extensions.Options.PostConfigureOptions`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"";Singleton;"";Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.PostConfigureOptions`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup";Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IPostConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions];Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IStartupValidator Lifetime: Transient ImplementationType: Microsoft.Extensions.Options.StartupValidator";Microsoft.Extensions.Options.StartupValidator;"";"";Transient;"";Microsoft.Extensions.Options.IStartupValidator;Microsoft.Extensions.Options.StartupValidator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.JSInterop.IJSRuntime Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Components.Endpoints.UnsupportedJavaScriptRuntime";Microsoft.AspNetCore.Components.Endpoints.UnsupportedJavaScriptRuntime;"";"";Scoped;"";Microsoft.JSInterop.IJSRuntime;Microsoft.AspNetCore.Components.Endpoints.UnsupportedJavaScriptRuntime;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Buffers.ArrayPool`1[Microsoft.AspNetCore.Mvc.ViewFeatures.Buffers.ViewBufferValue] Lifetime: Singleton ImplementationInstance: System.Buffers.SharedArrayPool`1[Microsoft.AspNetCore.Mvc.ViewFeatures.Buffers.ViewBufferValue]";"";System.Buffers.SharedArrayPool`1[Microsoft.AspNetCore.Mvc.ViewFeatures.Buffers.ViewBufferValue];"";Singleton;"";System.Buffers.ArrayPool`1[Microsoft.AspNetCore.Mvc.ViewFeatures.Buffers.ViewBufferValue];"";"Exception has been thrown by the target of an invocation.";System.Buffers.SharedArrayPool`1[Microsoft.AspNetCore.Mvc.ViewFeatures.Buffers.ViewBufferValue];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Buffers.ArrayPool`1[System.Byte] Lifetime: Singleton ImplementationInstance: System.Buffers.SharedArrayPool`1[System.Byte]";"";System.Buffers.SharedArrayPool`1[System.Byte];"";Singleton;"";System.Buffers.ArrayPool`1[System.Byte];"";"Exception has been thrown by the target of an invocation.";System.Buffers.SharedArrayPool`1[System.Byte];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Buffers.ArrayPool`1[System.Char] Lifetime: Singleton ImplementationInstance: System.Buffers.SharedArrayPool`1[System.Char]";"";System.Buffers.SharedArrayPool`1[System.Char];"";Singleton;"";System.Buffers.ArrayPool`1[System.Char];"";"Exception has been thrown by the target of an invocation.";System.Buffers.SharedArrayPool`1[System.Char];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Diagnostics.ActivitySource Lifetime: Singleton ImplementationFactory: System.Diagnostics.ActivitySource <.ctor>b__4_6(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,System.Diagnostics.ActivitySource];Singleton;"";System.Diagnostics.ActivitySource;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,System.Diagnostics.ActivitySource];"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Diagnostics.DiagnosticListener Lifetime: Singleton ImplementationFactory: System.Diagnostics.DiagnosticListener <.ctor>b__4_4(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,System.Diagnostics.DiagnosticListener];Singleton;"";System.Diagnostics.DiagnosticListener;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,System.Diagnostics.DiagnosticListener];"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Diagnostics.DiagnosticSource Lifetime: Singleton ImplementationFactory: System.Diagnostics.DiagnosticSource <.ctor>b__4_5(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,System.Diagnostics.DiagnosticSource];Singleton;"";System.Diagnostics.DiagnosticSource;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,System.Diagnostics.DiagnosticSource];"Exception has been thrown by the target of an invocation.";False
"ServiceType: System.Diagnostics.DistributedContextPropagator Lifetime: Singleton ImplementationInstance: System.Diagnostics.LegacyPropagator";"";System.Diagnostics.LegacyPropagator;"";Singleton;"";System.Diagnostics.DistributedContextPropagator;"";"Exception has been thrown by the target of an invocation.";System.Diagnostics.LegacyPropagator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
